1;147
2;130
3;163
4;150
5;156
6;143
7;170
8;147
9;136
10;151
11;148
12;130
13;138
14;136
15;141
16;162
17;147
18;140
19;135
20;145
21;143
22;141
23;140
24;145
25;141
26;172
27;155
28;157
29;151
30;158
31;156
32;142
33;144
34;128
35;133
36;153
37;152
38;139
39;164
40;139
41;140
42;151
43;175
44;154
45;142
